,Blog,Target
50,"JAVA DEVELOPMENT KITThe Java Development Kit (JDK) is a software development environment used for developing Java applications and applets. It includes the Java Runtime Environment (JRE), an interpreter/loader (Java), a compiler (javac), an archiver (jar), a documentation generator (Javadoc) and other tools needed in Java development.JAVA RUNTIME ENVIRONMENTJRE stands for “Java Runtime Environment” and may also be written as “Java RTE.” The Java Runtime Environment provides the minimum requirements for executing a Java application; it consists of the Java Virtual Machine (JVM), core classes, and supporting files.JAVA VIRTUAL MACHINEIt is:Difference betweem JDK, JRE and JVMTo understand the difference between these three, let us consider the following diagram.
Note :  JDK is only used by Java Developers.How does JRE and JDK works?What does JRE consists of?
JRE consists of the following components:How does JRE works?
To understand how the JRE works let us consider a Java source file saved as Example.java. The file is compiled into a set of Byte Code that is stored in a “.class” file. Here it will be “Example.class“.


The following diagram depicts what is done at compile time.

The following actions occur at runtime.The Class Loader loads all necessary classes needed for the execution of a program. It provides security by separating the namespaces of the local file system from that imported through the network. These files are loaded either from a hard disk, a network or from other sources.The JVM puts the code through the Byte Code Verifier that checks the format and checks for an illegal code. Illegal code, for example, is code that violates access rights on objects or violates the implementation of pointers.The Byte Code verifier ensures that the code adheres to the JVM specification and does not violate system integrity.
At runtime the Byte Code is loaded, checked and run by the interpreter. The interpreter has the following two functions:Both operations can be shown as:

To understand the interactions between JDK and JRE consider the following diagram.

How does JVM works?JVM becomes an instance of JRE at runtime of a Java program. It is widely known as a runtime interpreter.JVM largely helps in the abstraction of inner implementation from the programmers who make use of libraries for their programmes from JDK.
For detailed working of JVM click ->Working of JVM

Image Sources:
This article is contributed by Krishna Bhatia. If you like GeeksforGeeks and would like to contribute, you can also write an article using contribute.geeksforgeeks.org or mail your article to contribute@geeksforgeeks.org. See your article appearing on the GeeksforGeeks main page and help other Geeks.Please write comments if you find anything incorrect, or you want to share more information about the topic discussed above.GeeksforGeeks has prepared a complete interview preparation course with premium videos, theory, practice problems, TA support and many more features. Please refer Placement 100 for details ",java
51,"Given a string str of some specific length, the task is to pad this string with the given character ch, inorder to make the string of length L.Note: Padding has to be done in all three formats: Left Padding, Right Padding and Center Padding.Example:
Input: str = “Geeksforgeeks”, ch =’-‘, L = 20
Output:
Left Padding: ————GeeksForGeeks
Center Padding: ——GeeksForGeeks——
Right Padding: GeeksForGeeks————Input: str = “GfG”, ch =’#’, L = 5
Output:
Left Padding: ##GfG
Center Padding: #GfG#
Right Padding: GfG##
There are many methods to pad a String:Note: This method can be used to do only left and right padding.Approach:Below is the implementation of the above approach:Example:                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // Java implementation to pad a String  importjava.lang.*; importjava.io.*;  publicclassGFG {      // Function to perform left padding     publicstaticString     leftPadding(String input, charch, intL)     {          String result             = String                    // First left pad the string                   // with space up to length L                   .format(""%""+ L + ""s"", input)                    // Then replace all the spaces                   // with the given character ch                   .replace(' ', ch);          // Return the resultant string         returnresult;     }      // Function to perform right padding     publicstaticString     rightPadding(String input, charch, intL)     {          String result             = String                    // First right pad the string                   // with space up to length L                   .format(""%""+ (-L) + ""s"", input)                    // Then replace all the spaces                   // with the given character ch                   .replace(' ', ch);          // Return the resultant string         returnresult;     }      // Driver code     publicstaticvoidmain(String[] args)     {          String str = ""GeeksForGeeks"";         charch = '-';         intL = 20;          System.out.println(             leftPadding(str, ch, L));         System.out.println(             rightPadding(str, ch, L));     } } Note: This module has to be installed before running of the code. Hence this code won’t run on Online compilers.Approach:Below is the implementation of the above approach:Example:                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // Java implementation to pad a String  importjava.lang.*; importjava.io.*;  publicclassGFG {      // Function to perform left padding     publicstaticString     leftPadding(String input, charch, intL)     {          // Left pad the string         String result             = StringUtils.leftPad(str, L, ch);          // Return the resultant string         returnresult;     }      // Function to perform center padding     publicstaticString     centerPadding(String input, charch, intL)     {          // Center pad the string         String result             = StringUtils.center(str, L, ch);          // Return the resultant string         returnresult;     }      // Function to perform right padding     publicstaticString     rightPadding(String input, charch, intL)     {          // Right pad the string         String result             = StringUtils.rightPad(str, L, ch);          // Return the resultant string         returnresult;     }      // Driver code     publicstaticvoidmain(String[] args)     {          String str = ""GeeksForGeeks"";         charch = '-';         intL = 20;          System.out.println(             leftPadding(str, ch, L));         System.out.println(             centerPadding(str, ch, L));         System.out.println(             rightPadding(str, ch, L));     } } GeeksforGeeks has prepared a complete interview preparation course with premium videos, theory, practice problems, TA support and many more features. Please refer Placement 100 for details If you like GeeksforGeeks and would like to contribute, you can also write an article using contribute.geeksforgeeks.org or mail your article to contribute@geeksforgeeks.org. See your article appearing on the GeeksforGeeks main page and help other Geeks.Please Improve this article if you find anything incorrect by clicking on  the ""Improve Article"" button below.",java
52,"The AbstractSet class in Java is a part of the Java Collection Framework which implements the Collection interface and extends the AbstractCollection class. It provides a skeletal implementation of the Set interface. This class does not override any of the implementations from the AbstractCollection class, but merely adds implementations for equals() and hashCode() method.Class Hierarchy:Syntax:Constructors in Java AbstractSet:Below is a sample program to illustrate the java AbstractSet:                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // Java code to illustrate AbstractSet  importjava.util.*;  publicclassGFG1 {     publicstaticvoidmain(String[] args) throwsException     {          try{              // Creating object of AbstractSet<Integer>             AbstractSet<Integer>                 abs_set = newTreeSet<Integer>();              // Populating abs_set             abs_set.add(1);             abs_set.add(2);             abs_set.add(3);             abs_set.add(4);             abs_set.add(5);              // print abs_set             System.out.println(""AbstractSet: ""                               + abs_set);         }         catch(Exception e) {             System.out.println(e);         }     } } Methods in Java AbstractSet:Example:                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // Java code to illustrate // methods of AbstractSet  importjava.util.*;  publicclassGFG1 {     publicstaticvoidmain(String[] args) throwsException     {          try{              // Creating object of AbstractSet<Integer>             AbstractSet<Integer>                 abs_set = newTreeSet<Integer>();              // Populating abs_set             abs_set.add(1);             abs_set.add(2);             abs_set.add(3);             abs_set.add(4);             abs_set.add(5);              // print abs_set             System.out.println(""AbstractSet before ""                               + ""removeAll() operation : ""                               + abs_set);              // Creating another object of ArrayList<Integer>             Collection<Integer>                 arrlist2 = newArrayList<Integer>();             arrlist2.add(1);             arrlist2.add(2);             arrlist2.add(3);              // print arrlist2             System.out.println(""Collection Elements""                               + "" to be removed : ""                               + arrlist2);              // Removing elements from AbstractSet             // specified in arrlist2             // using removeAll() method             abs_set.removeAll(arrlist2);              // print arrlist1             System.out.println(""AbstractSet after ""                               + ""removeAll() operation : ""                               + abs_set);         }          catch(NullPointerException e) {             System.out.println(""Exception thrown : ""+ e);         }     } } Reference: https://docs.oracle.com/javase/7/docs/api/java/util/AbstractSet.htmlGeeksforGeeks has prepared a complete interview preparation course with premium videos, theory, practice problems, TA support and many more features. Please refer Placement 100 for details If you like GeeksforGeeks and would like to contribute, you can also write an article using contribute.geeksforgeeks.org or mail your article to contribute@geeksforgeeks.org. See your article appearing on the GeeksforGeeks main page and help other Geeks.Please Improve this article if you find anything incorrect by clicking on  the ""Improve Article"" button below.",java
53,"The first lecture note given during java class is “In java file name and class name should be the same”.  When the above law is violated a compiler error message will appear as below                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                /***** File name: Trial.java ******/publicclassGeeks {     publicstaticvoidmain(String[] args)     {         System.out.println(""Hello world"");     } }Output:But the myth can be violated in such a way to compile the above file.                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                /***** File name: Trial.java ******/classGeeks {     publicstaticvoidmain(String[] args)     {         System.out.println(""Hello world"");     } } Step 1:Step 1 will create a Geeks.class (byte code) without any error message since the class is not public.Step 2:Now the output will be Hello worldThe myth about the file name and class name should be same only when the class is declared in public.The above program works as follows:
Now, this .class file can be executed. By the above features, some more miracles can be done. It is possible to have many classes in a java file. For debugging purposes, this approach can be used. Each class can be executed separately to test their functionalities(only on one condition: Inheritance concept should not be used).
But in general, it is good to follow the myth.Example 1:                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                /*** File name: Trial.java ***/classForGeeks {     publicstaticvoidmain(String[] args)     {         System.out.println(""For Geeks class"");     } }  classGeeksTest {     publicstaticvoidmain(String[] args)     {         System.out.println(""Geeks Test class"");     } } When the above file is compiled as javac Trial.java  this will create 2 .class files as ForGeeks.class and GeeksTest.class .
Since each class has separate main() stub they can be tested individually. Example 2:                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // Program to find area of triangle classTriangle {     intx, y;     voidprintArea()     {         System.out.println(""Area of triangle is: ""+ x * y / 2);     } }  classDemo {     publicstaticvoidmain(String args[])     {         // Object creation         Triangle t = newTriangle();         t.x = 10;         t.y = 13;         t.printArea();     } } Note: There are two classes here, Triangle and Demo. Then which class name must be considered as the file name?
The class name Demo must be taken as the file name. The reason behind taking Demo as the file name is that it has the main method and execution begins from the main method.This article is contributed by Sowmya.L.R. If you like GeeksforGeeks and would like to contribute, you can also write an article and mail your article to contribute@geeksforgeeks.org. See your article appearing on the GeeksforGeeks main page and help other Geeks.Please write comments if you find anything incorrect, or you want to share more information about the topic discussed aboveGeeksforGeeks has prepared a complete interview preparation course with premium videos, theory, practice problems, TA support and many more features. Please refer Placement 100 for details ",java
54,"ArrayList is a part of collection framework and is present in java.util package. It provides us dynamic arrays in Java. Though, it may be slower than standard arrays but can be helpful in programs where lots of manipulation in the array is needed.Now primarily the Java ArrayList can constitute of both Constructors and Methods. Below mentioned is a list of few constructors and methods along with there use and functions.Constructors in Java ArrayList:Let us look at the code to create generic ArrayList-                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // Java program to demonstrate working of ArrayList in Java importjava.io.*; importjava.util.*;  classarrayli {     publicstaticvoidmain(String[] args)                        throwsIOException     {         // size of ArrayList         intn = 5;          //declaring ArrayList with initial size n         ArrayList<Integer> arrli = newArrayList<Integer>(n);          // Appending the new element at the end of the list         for(inti=1; i<=n; i++)             arrli.add(i);          // Printing elements         System.out.println(arrli);          // Remove element at index 3         arrli.remove(3);          // Displaying ArrayList after deletion         System.out.println(arrli);          // Printing elements one by one         for(inti=0; i<arrli.size(); i++)             System.out.print(arrli.get(i)+"" "");     } } Output:Methods in Java ArrayList:Also see – Array vs ArrayList in JavaThis article is contributed by Bharat Sahni. If you like GeeksforGeeks and would like to contribute, you can also write an article using contribute.geeksforgeeks.org or mail your article to contribute@geeksforgeeks.org. See your article appearing on the GeeksforGeeks main page and help other Geeks.Please write comments if you find anything incorrect, or you want to share more information about the topic discussed above.GeeksforGeeks has prepared a complete interview preparation course with premium videos, theory, practice problems, TA support and many more features. Please refer Placement 100 for details ",java
55,"Shutdown Hooks are a special construct that allows developers to plug in a piece of code to be executed when the JVM is shutting down. This comes in handy in cases where we need to do special clean up operations in case the VM is shutting down.Handling this using the general constructs such as making sure that we call a special procedure before the application exits (calling System.exit(0) ) will not work for situations where the VM is shutting down due to an external reason (ex. kill request from O/S), or due to a resource problem (out of memory). As we will see soon, shutdown hooks solve this problem easily, by allowing us to provide an arbitrary code block, which will be called by the JVM when it is shutting down.From the surface, using a shutdown hook is downright straight forward. All we have to do is simply write a class which extends the java.lang.Thread class, and provide the logic that we want to perform when the VM is shutting down, inside the public void run() method.  Then we register an instance of this class as a shutdown hook to the VM by calling Runtime.getRuntime().addShutdownHook(Thread) method. If you need to remove a previously registered shutdown hook, the Runtime class provides the removeShutdownHook(Thread) method as well.For Example :                                     edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                publicclassShutDownHook {   publicstaticvoidmain(String[] args)   {      Runtime.getRuntime().addShutdownHook(newThread()     {       publicvoidrun()       {         System.out.println(""Shutdown Hook is running !"");       }     });     System.out.println(""Application Terminating ..."");   } } When we run the above code, you will see that the shutdown hook is getting called by the JVM when it finishes execution of the main method.Output:Simple right? Yes it is.While it is pretty simple to write a shutdown hook, one needs to know the internals behind the shutdown hooks to make use of those properly. Therefore, in this article, we will be exploring some of the ‘gotchas’ behind the shutdown hook design.1. Shutdown Hooks may not be executed in some cases!
The first thing to keep in mind is that it is not guaranteed that shutdown hooks will always run. If the JVM crashes due to some internal error, then it might crash down without having a chance to execute a single instruction. Also, if the O/S gives a SIGKILL (http://en.wikipedia.org/wiki/SIGKILL) signal (kill -9 in Unix/Linux) or TerminateProcess (Windows), then the application is required to terminate immediately without doing even waiting for any cleanup activities. In addition to the above, it is also possible to terminate the JVM without allowing the shutdown hooks to run by calling Runtime.halt() method.Shutdown hooks are called when the application terminates normally (when all threads finish, or when System.exit(0) is called). Also, when the JVM is shutting down due to external causes such as a user requesting a termination (Ctrl+C), a SIGTERM being issued by O/S (normal kill command, without -9), or when the operating system is shutting down.2. Once started, Shutdown Hooks can be forcibly stopped before completion.
This is actually a special case of the case explained before. Although the hook starts execution, it is possible to be terminated before it completes, in cases such as operating system shutdowns. In this type of cases, the O/S waits for a process to terminate for a specified amount of time once the SIGTERM is given. If the process does not terminate within this time limit, then the O/S terminates the process forcibly by issuing a SIGTERM (or the counterparts in Windows). So it is possible that this happens when the shutdown hook is half-way through its execution.Therefore, it is advised to make sure that the Shutdown Hooks are written cautiously, ensuring that they finish quickly, and do not cause situations such as deadlocks. Also, the JavaDoc [1] specifically mentions that one should not perform long calculations or wait for User I/O operations in a shutdown hook.3. We can have more than one Shutdown Hooks, but their execution order is not guaranteed.
As you might have correctly guessed by the method name of the addShutdownHook method (instead of setShutdownHook), you can register more than one shutdown hook. But the execution order of these multiple hooks is not guaranteed by the JVM. The JVM can execute shutdown hooks in any arbitrary order. Moreover, the JVM might execute all these hooks concurrently.4.  We cannot register/unregister Shutdown Hooks within Shutdown Hooks
Once the shutdown sequence is initiated by the JVM, it is not allowed to add more or remove any existing shutdown hooks. If this is attempted, the JVM throws IllegalStateException.5. Once shutdown sequence starts, it can be stopped by Runtime.halt() only.
Once the shutdown sequence starts, only Runtime.halt() (which forcefully terminates the JVM) can stop the execution of the shutdown sequence (except for external influences such as SIGKILL). This means that calling System.exit() within a Shutdown Hook will not work. Actually, if you call System.exit() within a Shutdown Hook, the VM may get stuck, and we may have to terminate the process forcefully.6.  Using shutdown hooks require security permissions.
If we are using Java Security Managers, then the code which performs adding/removing of shutdown hooks need to have the shutdownHooks permission at runtime. If we invoke this method without permission in a secure environment, then it will result in SecurityException.References : 
http://docs.oracle.com/javase/1.5.0/docs/api/java/lang/Runtime.html#addShutdownHook(java.lang.Thread)This article is contributed by Saket Kumar. If you like GeeksforGeeks and would like to contribute, you can also write an article using contribute.geeksforgeeks.org or mail your article to contribute@geeksforgeeks.org. See your article appearing on the GeeksforGeeks main page and help other Geeks.Please write comments if you find anything incorrect, or you want to share more information about the topic discussed above.GeeksforGeeks has prepared a complete interview preparation course with premium videos, theory, practice problems, TA support and many more features. Please refer Placement 100 for details ",java
56,"Enumerations serve the purpose of representing a group of named constants in a programming language. For example the 4 suits in a deck of playing cards may be 4 enumerators named Club, Diamond, Heart, and Spade, belonging to an enumerated type named Suit. Other examples  include natural enumerated types (like the planets, days of the week, colors, directions, etc.).
Enums are used when we know all possible values at compile time, such as choices on a menu, rounding modes, command line flags, etc. It is not necessary that the set of constants in an enum type stay fixed for all time.In Java (from 1.5), enums are represented using enum data type. Java enums are more powerful than C/C++ enums . In Java, we can also add variables, methods and constructors to it. The main objective of enum is to define our own data types(Enumerated Data Types).Declaration of enum in java :                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // A simple enum example where enum is declared // outside any class (Note enum keyword instead of // class keyword) enumColor {     RED, GREEN, BLUE; }  publicclassTest {     // Driver method     publicstaticvoidmain(String[] args)     {         Color c1 = Color.RED;         System.out.println(c1);     } }Output :                                     edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // enum declaration inside a class. publicclassTest {     enumColor     {         RED, GREEN, BLUE;     }      // Driver method     publicstaticvoidmain(String[] args)     {         Color c1 = Color.RED;         System.out.println(c1);     } }Output : Important points of enum :                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // A Java program to demonstrate working on enum // in switch case (Filename Test. Java) importjava.util.Scanner;  // An Enum class enumDay {     SUNDAY, MONDAY, TUESDAY, WEDNESDAY,     THURSDAY, FRIDAY, SATURDAY; }  // Driver class that contains an object of ""day"" and // main(). publicclassTest {     Day day;      // Constructor     publicTest(Day day)     {         this.day = day;     }      // Prints a line about Day using switch     publicvoiddayIsLike()     {         switch(day)         {         caseMONDAY:             System.out.println(""Mondays are bad."");             break;         caseFRIDAY:             System.out.println(""Fridays are better."");             break;         caseSATURDAY:         caseSUNDAY:             System.out.println(""Weekends are best."");             break;         default:             System.out.println(""Midweek days are so-so."");             break;         }     }      // Driver method     publicstaticvoidmain(String[] args)     {         String str = ""MONDAY"";         Test t1 = newTest(Day.valueOf(str));         t1.dayIsLike();     } } Output:                                     edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // A Java program to demonstrate that we can have // main() inside enum class. enumColor {     RED, GREEN, BLUE;      // Driver method     publicstaticvoidmain(String[] args)     {         Color c1 = Color.RED;         System.out.println(c1);     } } Output : Enum and Inheritance :values(), ordinal() and valueOf() methods :                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // Java program to demonstrate working of values(), // ordinal() and valueOf() enumColor {     RED, GREEN, BLUE; }  publicclassTest {     publicstaticvoidmain(String[] args)     {         // Calling values()         Color arr[] = Color.values();          // enum with loop         for(Color col : arr)         {             // Calling ordinal() to find index             // of color.             System.out.println(col + "" at index ""                             + col.ordinal());         }          // Using valueOf(). Returns an object of         // Color with given constant.         // Uncommenting second line causes exception         // IllegalArgumentException         System.out.println(Color.valueOf(""RED""));         // System.out.println(Color.valueOf(""WHITE""));     } } Output : enum and constructor :enum and methods :                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // Java program to demonstrate that enums can have constructor // and concrete methods.  // An enum (Note enum keyword inplace of class keyword) enumColor {     RED, GREEN, BLUE;      // enum constructor called separately for each     // constant     privateColor()     {         System.out.println(""Constructor called for : ""+         this.toString());     }      publicvoidcolorInfo()     {         System.out.println(""Universal Color"");     } }  publicclassTest {         // Driver method     publicstaticvoidmain(String[] args)     {         Color c1 = Color.RED;         System.out.println(c1);         c1.colorInfo();     } } Output:Next Article on enum:
Enum with Customized Value in JavaThis article is contributed by Gaurav Miglani. If you like GeeksforGeeks and would like to contribute, you can also write an article using contribute.geeksforgeeks.org or mail your article to contribute@geeksforgeeks.org. See your article appearing on the GeeksforGeeks main page and help other Geeks.Please write comments if you find anything incorrect, or you want to share more information about the topic discussed above.GeeksforGeeks has prepared a complete interview preparation course with premium videos, theory, practice problems, TA support and many more features. Please refer Placement 100 for details ",java
57,"Data Abstraction is the property by virtue of which only the essential details are displayed to the user.The trivial or the non-essentials units are not displayed to the user. Ex: A car is viewed as a car rather than its individual components.Data Abstraction may also be defined as the process of identifying only the required characteristics of an object ignoring the irrelevant details.The properties and behaviors of an object differentiate it from other objects of similar type and also help in classifying/grouping the objects.Consider a real-life example of a man driving a car. The man only knows that pressing the accelerators will increase the speed of car or applying brakes will stop the car but he does not know about how on pressing the accelerator the speed is actually increasing, he does not know about the inner mechanism of the car or the implementation of accelerator, brakes etc in the car. This is what abstraction is. In java, abstraction is achieved by interfaces and abstract classes. We can achieve 100% abstraction using interfaces.Abstract classes and Abstract methods : When to use abstract classes and abstract methods with an exampleThere are situations in which we will want to define a superclass that declares the structure of a given abstraction without providing a complete implementation of every method. That is, sometimes we will want to create a superclass that only defines a generalization form that will be shared by all of its subclasses, leaving it to each subclass to fill in the details.Consider a classic “shape” example, perhaps used in a computer-aided design system or game simulation. The base type is “shape” and each shape has a color, size and so on. From this, specific types of shapes are derived(inherited)-circle, square, triangle and so on – each of which may have additional characteristics and behaviors. For example, certain shapes can be flipped. Some behaviors may be different, such as when you want to calculate the area of a shape. The type hierarchy embodies both the similarities and differences between the shapes.                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // Java program to illustrate the // concept of Abstraction abstractclassShape  {     String color;          // these are abstract methods     abstractdoublearea();     publicabstractString toString();          // abstract class can have constructor     publicShape(String color) {         System.out.println(""Shape constructor called"");         this.color = color;     }          // this is a concrete method     publicString getColor() {         returncolor;     } } classCircle extendsShape {     doubleradius;          publicCircle(String color,doubleradius) {          // calling Shape constructor         super(color);         System.out.println(""Circle constructor called"");         this.radius = radius;     }      @Override    doublearea() {         returnMath.PI * Math.pow(radius, 2);     }      @Override    publicString toString() {         return""Circle color is ""+ super.color +                         ""and area is : ""+ area();     }      } classRectangle extendsShape{      doublelength;     doublewidth;          publicRectangle(String color,doublelength,doublewidth) {         // calling Shape constructor         super(color);         System.out.println(""Rectangle constructor called"");         this.length = length;         this.width = width;     }          @Override    doublearea() {         returnlength*width;     }      @Override    publicString toString() {         return""Rectangle color is ""+ super.color +                             ""and area is : ""+ area();     }  } publicclassTest  {     publicstaticvoidmain(String[] args)     {         Shape s1 = newCircle(""Red"", 2.2);         Shape s2 = newRectangle(""Yellow"", 2, 4);                  System.out.println(s1.toString());         System.out.println(s2.toString());     } } Output:Encapsulation vs Data Abstraction Advantages of AbstractionRelated articles :GeeksforGeeks has prepared a complete interview preparation course with premium videos, theory, practice problems, TA support and many more features. Please refer Placement 100 for details If you like GeeksforGeeks and would like to contribute, you can also write an article using contribute.geeksforgeeks.org or mail your article to contribute@geeksforgeeks.org. See your article appearing on the GeeksforGeeks main page and help other Geeks.Please Improve this article if you find anything incorrect by clicking on  the ""Improve Article"" button below.",java
58,"The AbstractSequentialList class in Java is a part of the Java Collection Framework and implements the Collection interface and the AbstractCollection class. It is used to implement an unmodifiable list, for which one needs to only extend this AbstractList Class and implement only the get() and the size() methods.Class Hierarchy:Syntax:Constructors in Java AbstractSequentialList:Below is a sample program to illustrate AbstractSequentialList in Java:                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // Java code to illustrate AbstractSequentialList  importjava.util.*;  publicclassGfG {      publicstaticvoidmain(String[] args)     {         // Creating an instance of the AbstractSequentialList         AbstractSequentialList<Integer>             absl = newLinkedList<>();          // adding elements to absl         absl.add(5);         absl.add(6);         absl.add(7);          // Printing the list         System.out.println(absl);     } } Methods in Java AbstractList:Example:                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                // Java code to illustrate // methods of AbstractSequentialList  importjava.util.*; importjava.util.AbstractSequentialList;  publicclassAbstractSequentialListDemo {     publicstaticvoidmain(String args[])     {          // Creating an empty AbstractSequentialList         AbstractSequentialList<String>             absqlist = newLinkedList<String>();          // Using add() method to add elements in the list         absqlist.add(""Geeks"");         absqlist.add(""for"");         absqlist.add(""Geeks"");         absqlist.add(""10"");         absqlist.add(""20"");          // Output the list         System.out.println(""AbstractSequentialList: ""                           + absqlist);          // Remove the head using remove()         absqlist.remove(3);          // Print the final list         System.out.println(""Final List: ""                           + absqlist);          // Fetching the specific element from the list         // using get() method         System.out.println(""The element is: ""                           + absqlist.get(2));     } } Reference: https://docs.oracle.com/javase/7/docs/api/java/util/AbstractSequentialList.htmlGeeksforGeeks has prepared a complete interview preparation course with premium videos, theory, practice problems, TA support and many more features. Please refer Placement 100 for details If you like GeeksforGeeks and would like to contribute, you can also write an article using contribute.geeksforgeeks.org or mail your article to contribute@geeksforgeeks.org. See your article appearing on the GeeksforGeeks main page and help other Geeks.Please Improve this article if you find anything incorrect by clicking on  the ""Improve Article"" button below.",java
59,"In Java, if there is a local variable in a method with same name as instance variable, then the local variable hides the instance variable. If we want to reflect the change made over to the instance variable, this can be achieved with the help of this reference.                                    edit
                                    close                                    play_arrow                                    link
                                    brightness_4
                                    code
                                classTest {     // Instance variable or member variable     privateintvalue = 10;       voidmethod()     {         // This local variable hides instance variable         intvalue = 40;          System.out.println(""Value of Instance variable :""                            + this.value);         System.out.println(""Value of Local variable :""                            + value);     } }  classUseTest {     publicstaticvoidmain(String args[])     {         Test obj1 = newTest();         obj1.method();     } } Output:This article is contributed by Twinkle Tyagi. If you like GeeksforGeeks and would like to contribute, you can also write an article and mail your article to contribute@geeksforgeeks.org. See your article appearing on the GeeksforGeeks main page and help other Geeks.Please write comments if you find anything incorrect, or you want to share more information about the topic discussed aboveGeeksforGeeks has prepared a complete interview preparation course with premium videos, theory, practice problems, TA support and many more features. Please refer Placement 100 for details ",java
